prospectid,total_tl,tot_closed_tl,tot_active_tl,total_tl_opened_l6m,tot_tl_closed_l6m,pct_tl_open_l6m,pct_tl_closed_l6m,pct_active_tl,pct_closed_tl,total_tl_opened_l12m,tot_tl_closed_l12m,pct_tl_open_l12m,pct_tl_closed_l12m,tot_missed_pmnt,auto_tl,cc_tl,consumer_tl,gold_tl,home_tl,pl_tl,secured_tl,unsecured_tl,other_tl,age_oldest_tl,age_newest_tl,time_since_recent_payment,time_since_first_deliquency,time_since_recent_deliquency,num_times_delinquent,max_delinquency_level,max_recent_level_of_deliq,num_deliq_6mts,num_deliq_12mts,num_deliq_6_12mts,max_deliq_6mts,max_deliq_12mts,num_times_30p_dpd,num_times_60p_dpd,num_std,num_std_6mts,num_std_12mts,num_sub,num_sub_6mts,num_sub_12mts,num_dbt,num_dbt_6mts,num_dbt_12mts,num_lss,num_lss_6mts,num_lss_12mts,recent_level_of_deliq,tot_enq,cc_enq,cc_enq_l6m,cc_enq_l12m,pl_enq,pl_enq_l6m,pl_enq_l12m,time_since_recent_enq,enq_l12m,enq_l6m,enq_l3m,maritalstatus,education,age,gender,netmonthlyincome,time_with_curr_empr,pct_of_active_tls_ever,pct_opened_tls_l6m_of_l12m,pct_currentbal_all_tl,cc_utilization,cc_flag,pl_utilization,pl_flag,pct_pl_enq_l6m_of_l12m,pct_cc_enq_l6m_of_l12m,pct_pl_enq_l6m_of_ever,pct_cc_enq_l6m_of_ever,max_unsec_exposure_inpct,hl_flag,gl_flag,last_prod_enq2,first_prod_enq2,credit_score,approved_flag
28179,2,1,1,0,0,0.0,0.0,0.5,0.5,1,1,0.5,0.5,0,0,0,2,0,0,0,0,2,0,15.0,7.0,85.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,451.0,0.0,0.0,0.0,Married,POST-GRADUATE,34,M,34000,184,0.5,0.0,0.25,,0,,0,0.0,0.0,0.0,0.0,0.621,0,0,others,others,676,P2
28180,8,5,3,0,0,0.0,0.0,0.375,0.625,1,1,0.125,0.125,1,0,0,0,0,0,0,7,1,8,116.0,11.0,111.0,26.0,26.0,1,216.0,216,0,0,0,0.0,0.0,1,1,41,0,4,0,0,0,0,0,0,0,0,0,216,4.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,3.0,3.0,3.0,Married,OTHERS,39,M,16000,120,0.375,0.0,0.678,,0,,0,0.0,0.0,0.0,0.0,6.875,0,0,ConsumerLoan,others,675,P2
28181,2,1,1,0,0,0.0,0.0,0.5,0.5,1,0,0.5,0.0,1,1,0,0,1,0,0,2,0,0,47.0,11.0,1110.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,38.0,2.0,2.0,1.0,Single,GRADUATE,24,M,18000,64,0.5,0.0,0.694,,0,,0,1.0,0.0,1.0,0.0,,1,0,others,PL,672,P2
28182,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,10.0,10.0,44.0,,,0,,0,0,0,0,,,0,0,7,4,7,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,299.0,1.0,0.0,0.0,Married,12TH,33,M,20000,188,1.0,0.0,0.861,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,676,P2
28183,10,9,1,0,2,0.0,0.2,0.1,0.9,3,5,0.3,0.5,1,0,0,1,3,0,0,8,2,6,36.0,7.0,130.0,13.0,13.0,1,14.0,14,0,0,0,0.0,0.0,0,0,34,0,6,0,0,0,0,0,0,0,0,0,14,2.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,2.0,1.0,0.0,Married,SSC,35,M,20000,188,0.1,0.0,1.054,,0,,0,0.0,0.0,0.0,0.0,,1,0,others,others,673,P2
28184,7,5,2,1,0,0.143,0.0,0.286,0.714,1,0,0.143,0.0,0,1,0,0,5,0,0,7,0,1,91.0,4.0,45.0,35.0,26.0,4,107.0,48,0,0,0,0.0,0.0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,48,3.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,1.0,1.0,0.0,Married,GRADUATE,30,M,23000,42,0.286,1.0,0.741,,0,,0,0.0,0.0,0.0,0.0,,1,0,others,others,683,P2
28185,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,19.0,19.0,75.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,575.0,0.0,0.0,0.0,Single,GRADUATE,23,M,25000,32,1.0,0.0,0.133,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,675,P2
28186,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,22.0,22.0,63.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,660.0,0.0,0.0,0.0,Married,GRADUATE,38,F,25000,123,1.0,0.0,0.247,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,679,P2
28187,8,6,2,1,1,0.125,0.125,0.25,0.75,2,1,0.25,0.125,1,2,0,2,0,0,4,2,6,0,145.0,4.0,101.0,,,0,,0,0,0,0,0.0,0.0,0,0,25,3,3,0,0,0,0,0,0,0,0,0,0,7.0,0.0,0.0,0.0,4.0,1.0,1.0,129.0,1.0,1.0,0.0,Married,GRADUATE,54,M,33500,371,0.25,0.5,0.943,,0,0.975,1,1.0,0.0,0.25,0.0,11.94,0,0,PL,others,716,P1
28188,2,0,2,0,0,0.0,0.0,1.0,0.0,2,0,1.0,0.0,1,0,0,1,0,0,0,0,2,1,9.0,9.0,62.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,4.0,2.0,2.0,Single,GRADUATE,30,M,45000,69,1.0,0.0,0.305,,0,,0,0.0,0.5,0.0,0.5,0.564,0,0,ConsumerLoan,others,676,P2
28189,3,3,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,3,0,0,0,0,3,0,79.0,33.0,769.0,,,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,2.0,1.0,2.0,0.0,0.0,0.0,20.0,2.0,1.0,1.0,Married,GRADUATE,41,M,48000,266,0.0,0.0,0.0,,0,,0,0.0,0.5,0.0,0.5,,0,0,CC,ConsumerLoan,691,P2
28190,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,73.0,73.0,1104.0,30.0,14.0,17,576.0,89,0,0,0,,,17,17,4,0,0,0,0,0,1,0,0,0,0,0,89,4.0,2.0,0.0,1.0,0.0,0.0,0.0,73.0,3.0,2.0,2.0,Married,POST-GRADUATE,26,M,21000,77,0.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,0,0,ConsumerLoan,CC,661,P3
28191,26,25,1,0,2,0.0,0.077,0.038,0.962,2,3,0.077,0.115,1,0,0,0,24,0,0,25,1,2,139.0,10.0,33.0,,,0,,0,0,0,0,,0.0,0,0,116,10,22,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,Married,SSC,36,M,30000,23,0.038,0.0,1.0,,0,,0,0.0,0.0,0.0,0.0,,1,0,others,others,723,P1
28192,5,3,2,0,0,0.0,0.0,0.4,0.6,1,0,0.2,0.0,1,0,0,1,4,0,0,4,1,0,45.0,9.0,118.0,34.0,11.0,10,89.0,59,0,1,1,0.0,59.0,8,7,62,5,10,0,0,0,0,0,0,0,0,0,59,2.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,2.0,0.0,0.0,Married,GRADUATE,31,M,80000,30,0.4,0.0,0.881,,0,,0,0.0,0.0,0.0,0.0,0.287,1,0,ConsumerLoan,ConsumerLoan,684,P2
28193,6,3,3,2,1,0.333,0.167,0.5,0.5,3,2,0.5,0.333,0,0,0,1,1,0,0,5,1,4,66.0,2.0,54.0,34.0,27.0,2,30.0,30,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,5.0,0.0,0.0,0.0,1.0,0.0,1.0,108.0,2.0,1.0,0.0,Married,12TH,38,M,15000,55,0.5,0.667,0.723,,0,,0,0.0,0.0,0.0,0.0,2.28,1,0,others,AL,681,P2
28194,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,14.0,14.0,91.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,340.0,1.0,0.0,0.0,Married,12TH,38,M,40000,245,1.0,0.0,0.637,,0,,0,0.0,0.0,0.0,0.0,,0,0,CC,others,679,P2
28195,56,51,5,0,0,0.0,0.0,0.089,0.911,1,1,0.018,0.018,1,1,0,0,55,0,0,56,0,0,60.0,11.0,323.0,35.0,19.0,35,420.0,300,0,0,0,,0.0,23,14,0,0,0,0,0,0,0,0,0,0,0,0,52,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1014.0,0.0,0.0,0.0,Single,SSC,30,M,18000,62,0.089,0.0,0.162,,0,,0,0.0,0.0,0.0,0.0,,1,0,ConsumerLoan,others,678,P2
28196,6,2,4,0,0,0.0,0.0,0.667,0.333,3,1,0.5,0.167,2,0,0,1,1,0,0,3,3,4,22.0,9.0,74.0,,,0,,0,0,0,0,0.0,0.0,0,0,51,11,24,0,0,0,0,0,0,0,0,0,0,4.0,0.0,0.0,0.0,3.0,1.0,2.0,6.0,3.0,2.0,2.0,Married,POST-GRADUATE,31,M,35000,51,0.667,0.0,0.983,,0,,0,0.5,0.0,0.333,0.0,17.143,1,0,PL,PL,698,P2
28197,18,14,4,0,0,0.0,0.0,0.222,0.778,0,0,0.0,0.0,0,0,0,0,7,0,0,7,11,11,85.0,14.0,141.0,,,0,,0,0,0,0,,,0,0,50,4,10,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,Married,SSC,34,M,30000,241,0.222,0.0,1.016,,0,,0,0.0,0.0,0.0,0.0,7.633,1,0,others,others,712,P1
28198,4,1,3,1,1,0.25,0.25,0.75,0.25,4,1,1.0,0.25,1,0,0,3,0,0,0,0,4,1,11.0,4.0,48.0,7.0,5.0,2,28.0,28,1,2,1,28.0,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,7.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,7.0,3.0,2.0,Single,SSC,24,M,16000,18,0.75,0.25,0.407,,0,,0,0.0,0.0,0.0,0.0,2.465,0,0,ConsumerLoan,ConsumerLoan,663,P3
28199,4,2,2,1,1,0.25,0.25,0.5,0.5,1,1,0.25,0.25,1,0,0,0,3,0,0,3,1,1,49.0,3.0,63.0,30.0,15.0,4,71.0,10,0,0,0,0.0,0.0,2,1,30,4,10,0,0,0,0,0,0,0,0,0,6,,,,,,,,,,,,Married,GRADUATE,45,M,20000,116,0.5,1.0,1.024,,0,,0,0.0,0.0,0.0,0.0,10.0,1,0,others,others,680,P2
28200,5,1,4,1,0,0.2,0.0,0.8,0.2,1,1,0.2,0.2,0,1,0,2,0,0,0,2,3,2,56.0,4.0,34.0,35.0,29.0,7,87.0,25,0,0,0,0.0,0.0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,25,18.0,0.0,0.0,0.0,5.0,0.0,0.0,110.0,3.0,1.0,0.0,Married,GRADUATE,38,M,35000,126,0.8,1.0,0.462,,0,,0,0.0,0.0,0.0,0.0,0.6,0,0,ConsumerLoan,others,668,P3
28201,2,1,1,0,0,0.0,0.0,0.5,0.5,1,0,0.5,0.0,0,1,0,1,0,0,0,1,1,0,31.0,10.0,66.0,29.0,20.0,10,60.0,30,0,0,0,0.0,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,30,6.0,0.0,0.0,0.0,4.0,2.0,4.0,102.0,4.0,2.0,0.0,Single,GRADUATE,30,M,12000,66,0.5,0.0,0.1,,0,,0,0.5,0.0,0.5,0.0,2.025,0,0,PL,others,660,P3
28202,2,0,2,2,0,1.0,0.0,1.0,0.0,2,0,1.0,0.0,1,0,0,2,0,0,0,0,2,0,3.0,2.0,30.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,0.0,0.0,0.0,3.0,1.0,3.0,4.0,7.0,4.0,3.0,Single,12TH,26,M,14000,30,1.0,1.0,0.742,,0,,0,0.333,0.0,0.333,0.0,2.506,0,0,ConsumerLoan,ConsumerLoan,660,P3
28203,5,1,4,3,0,0.6,0.0,0.8,0.2,4,0,0.8,0.0,0,1,0,3,0,0,0,1,4,1,37.0,2.0,62.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,26.0,2.0,2.0,1.0,Single,GRADUATE,24,M,22000,29,0.8,0.75,0.702,,0,,0,1.0,0.0,1.0,0.0,3.022,0,0,PL,others,684,P2
28204,2,0,2,0,0,0.0,0.0,1.0,0.0,1,0,0.5,0.0,2,0,0,0,0,0,0,1,1,2,7.0,7.0,,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,18.0,3.0,1.0,1.0,Married,12TH,26,M,20000,80,1.0,0.0,0.874,,0,,0,1.0,0.0,1.0,0.0,0.002,0,0,PL,others,673,P2
28205,4,1,3,1,1,0.25,0.25,0.75,0.25,1,1,0.25,0.25,0,1,0,2,0,0,0,1,3,1,77.0,3.0,67.0,6.0,6.0,1,32.0,32,0,1,1,0.0,32.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,1.0,1.0,0.0,Married,GRADUATE,29,M,40000,185,0.75,1.0,0.491,,0,,0,0.0,0.0,0.0,0.0,0.044,0,0,ConsumerLoan,others,690,P2
28206,2,0,2,1,0,0.5,0.0,1.0,0.0,2,0,1.0,0.0,0,0,0,1,0,1,0,1,1,0,8.0,6.0,88.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,233.0,1.0,0.0,0.0,Single,GRADUATE,30,M,30000,66,1.0,0.5,0.82,,0,,0,0.0,0.0,0.0,0.0,0.44,0,1,PL,PL,684,P2
28207,8,5,3,1,1,0.125,0.125,0.375,0.625,3,3,0.375,0.375,0,0,0,0,1,0,0,8,0,7,66.0,3.0,92.0,,,0,,0,0,0,0,,,0,0,56,15,33,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,Married,SSC,31,F,36000,70,0.375,0.333,0.606,,0,,0,0.0,0.0,0.0,0.0,,1,0,others,others,732,P1
28208,9,6,3,0,0,0.0,0.0,0.333,0.667,1,0,0.111,0.0,3,1,0,0,0,0,0,8,1,8,160.0,9.0,4266.0,5.0,4.0,2,36.0,5,2,2,0,36.0,36.0,1,0,5,1,5,0,0,0,0,0,0,0,0,0,5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,3.0,1.0,1.0,Married,SSC,55,M,18000,90,0.333,0.0,0.976,,0,,0,0.0,0.0,0.0,0.0,5.556,0,0,AL,others,720,P1
28209,2,0,2,0,0,0.0,0.0,1.0,0.0,1,0,0.5,0.0,0,1,0,1,0,0,0,1,1,0,18.0,8.0,36.0,7.0,7.0,1,27.0,27,0,1,1,0.0,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,12.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,11.0,10.0,10.0,Married,OTHERS,36,M,15000,99,1.0,0.0,0.322,,0,,0,1.0,0.0,1.0,0.0,0.8,0,0,ConsumerLoan,others,617,P4
28210,4,2,2,2,1,0.5,0.25,0.5,0.5,2,1,0.5,0.25,1,2,0,1,1,0,0,3,1,0,31.0,3.0,58.0,19.0,6.0,9,60.0,30,0,2,2,0.0,30.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,30,6.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,2.0,2.0,0.0,Single,GRADUATE,25,M,32000,92,0.5,1.0,1.054,,0,,0,0.0,0.0,0.0,0.0,,1,0,others,others,671,P2
28211,2,0,2,1,0,0.5,0.0,1.0,0.0,2,0,1.0,0.0,0,0,0,2,0,0,0,0,2,0,7.0,3.0,51.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,0.0,0.0,0.0,4.0,2.0,4.0,78.0,14.0,9.0,2.0,Married,SSC,39,M,20000,227,1.0,0.5,0.702,,0,,0,0.5,0.0,0.5,0.0,3.445,0,0,ConsumerLoan,others,667,P3
28212,3,1,2,1,0,0.333,0.0,0.667,0.333,2,1,0.667,0.333,1,0,0,1,0,0,0,2,1,2,24.0,4.0,44.0,24.0,22.0,2,28.0,25,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,10.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,4.0,1.0,Single,12TH,28,M,18000,63,0.667,0.5,0.807,,0,,0,0.0,0.0,0.0,0.0,1.103,0,0,ConsumerLoan,others,654,P4
28213,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,9.0,9.0,63.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,0.0,0.0,3.0,3.0,3.0,95.0,4.0,3.0,0.0,Married,SSC,53,M,36000,294,1.0,0.0,0.167,,0,,0,1.0,0.0,1.0,0.0,1.181,0,0,PL,ConsumerLoan,669,P2
28214,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,33.0,33.0,63.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,1.0,1.0,0.0,Single,12TH,25,M,30000,126,1.0,0.0,0.223,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,AL,672,P2
28215,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,9.0,9.0,49.0,,,0,,0,0,0,0,,,0,0,9,4,9,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,Married,SSC,28,M,35000,182,1.0,0.0,0.753,,0,,0,0.0,0.0,0.0,0.0,,0,0,ConsumerLoan,others,674,P2
28216,3,0,3,0,0,0.0,0.0,1.0,0.0,2,0,0.667,0.0,0,0,0,3,0,0,0,0,3,0,20.0,10.0,130.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0.0,0.0,0.0,2.0,0.0,2.0,14.0,5.0,1.0,1.0,Married,GRADUATE,26,M,18000,76,1.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,3.578,0,0,AL,ConsumerLoan,681,P2
28217,3,1,2,1,0,0.333,0.0,0.667,0.333,2,0,0.667,0.0,0,0,0,2,0,0,0,0,3,1,31.0,6.0,65.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,468.0,0.0,0.0,0.0,Married,12TH,25,M,30000,78,0.667,0.5,0.239,,0,,0,0.0,0.0,0.0,0.0,1.266,0,0,PL,ConsumerLoan,690,P2
28218,15,7,8,2,0,0.133,0.0,0.533,0.467,6,1,0.4,0.067,6,1,0,2,6,0,0,12,3,6,58.0,3.0,76.0,,,0,,0,0,0,0,0.0,0.0,0,0,68,15,31,0,0,0,0,0,0,0,0,0,0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,4.0,3.0,3.0,Married,12TH,30,M,25000,126,0.533,0.333,0.866,,0,,0,1.0,0.0,1.0,0.0,3.34,1,0,others,others,706,P1
28219,7,2,5,0,0,0.0,0.0,0.714,0.286,0,0,0.0,0.0,0,2,3,0,0,0,2,2,5,0,78.0,14.0,42.0,18.0,18.0,1,3.0,3,0,0,0,0.0,0.0,0,0,26,5,11,0,0,0,0,0,0,0,0,0,3,16.0,6.0,0.0,0.0,8.0,4.0,4.0,62.0,4.0,4.0,4.0,Married,GRADUATE,28,M,50000,78,0.714,0.0,0.608,0.32,1,0.474,1,1.0,0.0,0.5,0.0,14.976,0,0,PL,others,661,P3
28220,5,0,5,1,0,0.2,0.0,1.0,0.0,2,0,0.4,0.0,1,1,0,1,2,0,0,3,2,1,21.0,6.0,47.0,6.0,4.0,3,88.0,27,2,3,1,58.0,88.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,27,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,Married,OTHERS,47,M,16000,52,1.0,0.5,0.265,,0,,0,0.0,0.0,0.0,0.0,0.969,1,0,ConsumerLoan,ConsumerLoan,666,P3
28221,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,20.0,20.0,70.0,,,0,,0,0,0,0,,0.0,0,0,9,4,8,0,0,0,0,0,0,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,1.0,Married,SSC,37,M,24500,41,1.0,0.0,0.766,,0,0.766,1,0.0,0.0,0.0,0.0,8.163,0,0,ConsumerLoan,ConsumerLoan,689,P2
28222,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,1,1,0,0,0,0,0,1,0,0,14.0,14.0,,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,Married,12TH,48,M,25000,309,1.0,0.0,0.569,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,688,P2
28223,2,0,2,2,0,1.0,0.0,1.0,0.0,2,0,1.0,0.0,2,0,0,1,0,0,0,0,2,1,2.0,2.0,,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,1.0,1.0,1.0,Single,POST-GRADUATE,30,M,20000,13,1.0,1.0,0.938,,0,,0,0.0,0.0,0.0,0.0,1.419,0,0,others,others,665,P3
28224,2,0,2,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,1,1,78.0,23.0,664.0,,,0,,0,0,0,0,0.0,0.0,0,0,15,0,3,0,0,0,0,0,0,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,243.0,1.0,0.0,0.0,Married,GRADUATE,41,M,25000,78,1.0,0.0,0.562,,0,,0,0.0,0.0,0.0,0.0,29.2,0,0,ConsumerLoan,others,688,P2
28225,8,4,4,0,2,0.0,0.25,0.5,0.5,5,2,0.625,0.25,0,0,0,7,0,0,0,0,8,1,25.0,6.0,47.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,187.0,3.0,0.0,0.0,Married,OTHERS,26,M,35000,107,0.5,0.0,0.328,,0,,0,0.0,0.0,0.0,0.0,2.142,0,0,PL,ConsumerLoan,687,P2
28226,3,1,2,0,0,0.0,0.0,0.667,0.333,1,0,0.333,0.0,1,2,1,0,0,0,0,2,1,0,139.0,6.0,63.0,6.0,6.0,1,24.0,24,0,1,1,0.0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Married,SSC,42,M,30000,24,0.667,0.0,0.105,0.676,1,,0,0.0,0.0,0.0,0.0,0.01,0,0,others,AL,707,P1
28227,3,1,2,0,0,0.0,0.0,0.667,0.333,0,0,0.0,0.0,1,0,0,0,0,0,3,0,3,0,41.0,15.0,65.0,,,0,,0,0,0,0,0.0,0.0,0,0,30,4,8,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,445.0,0.0,0.0,0.0,Single,GRADUATE,36,M,39243,101,0.667,0.0,0.65,,0,0.65,1,0.0,0.0,0.0,0.0,22.679,0,0,PL,PL,701,P3
28228,1,1,0,0,1,0.0,1.0,0.0,1.0,1,1,1.0,1.0,0,0,0,1,0,0,0,0,1,0,8.0,8.0,43.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,232.0,1.0,0.0,0.0,Married,GRADUATE,26,F,25000,71,0.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,0,0,ConsumerLoan,CC,678,P2
28229,2,0,2,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,2,2,101.0,50.0,303.0,19.0,11.0,7,68.0,30,0,1,1,,30.0,4,2,50,8,18,0,0,0,0,0,0,0,0,0,30,,,,,,,,,,,,Married,POST-GRADUATE,25,M,28000,29,1.0,0.0,1.489,,0,,0,0.0,0.0,0.0,0.0,11.786,0,0,others,others,702,P3
28230,7,7,0,0,0,0.0,0.0,0.0,1.0,0,1,0.0,0.143,0,3,0,0,0,0,0,7,0,4,84.0,15.0,347.0,35.0,2.0,23,150.0,120,1,1,0,87.0,87.0,17,11,11,0,3,0,0,0,0,0,0,0,0,0,87,8.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,1.0,Married,12TH,42,M,25000,62,0.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,675,P2
28231,3,1,2,0,0,0.0,0.0,0.667,0.333,1,0,0.333,0.0,0,2,0,0,0,0,0,2,1,1,74.0,11.0,62.0,5.0,5.0,1,9.0,9,1,1,0,9.0,9.0,0,0,18,4,9,0,0,0,0,0,0,0,0,0,9,5.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,3.0,0.0,0.0,Married,12TH,29,M,10000,86,0.667,0.0,0.611,,0,,0,0.0,0.0,0.0,0.0,3.0,0,0,others,others,701,P3
28232,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,164.0,164.0,,,,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,1.0,0.0,0.0,Married,GRADUATE,35,M,58000,173,0.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,694,P2
28233,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,7.0,7.0,60.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,2.0,1.0,0.0,Married,GRADUATE,22,M,16557,72,1.0,0.0,0.25,,0,,0,0.0,0.0,0.0,0.0,0.936,0,0,ConsumerLoan,others,678,P2
