,prospectid,total_tl,tot_closed_tl,tot_active_tl,total_tl_opened_l6m,tot_tl_closed_l6m,pct_tl_open_l6m,pct_tl_closed_l6m,pct_active_tl,pct_closed_tl,total_tl_opened_l12m,tot_tl_closed_l12m,pct_tl_open_l12m,pct_tl_closed_l12m,tot_missed_pmnt,auto_tl,cc_tl,consumer_tl,gold_tl,home_tl,pl_tl,secured_tl,unsecured_tl,other_tl,age_oldest_tl,age_newest_tl,time_since_recent_payment,time_since_first_deliquency,time_since_recent_deliquency,num_times_delinquent,max_delinquency_level,max_recent_level_of_deliq,num_deliq_6mts,num_deliq_12mts,num_deliq_6_12mts,max_deliq_6mts,max_deliq_12mts,num_times_30p_dpd,num_times_60p_dpd,num_std,num_std_6mts,num_std_12mts,num_sub,num_sub_6mts,num_sub_12mts,num_dbt,num_dbt_6mts,num_dbt_12mts,num_lss,num_lss_6mts,num_lss_12mts,recent_level_of_deliq,tot_enq,cc_enq,cc_enq_l6m,cc_enq_l12m,pl_enq,pl_enq_l6m,pl_enq_l12m,time_since_recent_enq,enq_l12m,enq_l6m,enq_l3m,maritalstatus,education,age,gender,netmonthlyincome,time_with_curr_empr,pct_of_active_tls_ever,pct_opened_tls_l6m_of_l12m,pct_currentbal_all_tl,cc_utilization,cc_flag,pl_utilization,pl_flag,pct_pl_enq_l6m_of_l12m,pct_cc_enq_l6m_of_l12m,pct_pl_enq_l6m_of_ever,pct_cc_enq_l6m_of_ever,max_unsec_exposure_inpct,hl_flag,gl_flag,last_prod_enq2,first_prod_enq2,credit_score,approved_flag
30962,30963,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,21.0,21.0,58.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,654.0,0.0,0.0,0.0,Married,GRADUATE,36,M,30000,438,1.0,0.0,0.262,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,683,P2
30963,30964,2,0,2,0,0,0.0,0.0,1.0,0.0,1,0,0.5,0.0,0,1,0,1,0,0,0,1,1,0,31.0,10.0,43.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,290.0,1.0,0.0,0.0,Married,UNDER GRADUATE,25,M,17000,51,1.0,0.0,0.236,,0,,0,0.0,0.0,0.0,0.0,1.176,0,0,PL,others,690,P2
30964,30965,15,8,7,3,2,0.2,0.133,0.467,0.533,4,3,0.267,0.2,4,5,0,4,4,1,1,10,5,0,154.0,2.0,252.0,35.0,2.0,25,60.0,60,4,5,1,40.0,40.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16.0,0.0,0.0,0.0,2.0,2.0,2.0,70.0,5.0,4.0,1.0,Married,GRADUATE,44,M,68000,129,0.467,0.75,0.944,,0,1.0,1,1.0,0.0,1.0,0.0,1.419,1,1,PL,others,693,P2
30965,30966,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,106.0,106.0,,,,0,,0,0,0,0,,,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,Married,12TH,46,M,25000,148,1.0,0.0,0.427,,0,,0,0.0,0.0,0.0,0.0,,0,1,others,others,687,P2
30966,30967,13,5,8,2,2,0.154,0.154,0.615,0.385,9,2,0.692,0.154,2,1,1,5,4,0,1,5,8,1,112.0,2.0,46.0,,,0,,0,0,0,0,0.0,0.0,0,0,13,6,11,0,0,0,0,0,0,0,0,0,0,12.0,1.0,0.0,1.0,4.0,2.0,4.0,6.0,10.0,3.0,2.0,Married,12TH,30,M,22000,195,0.615,0.222,0.757,1.0,1,0.932,1,0.5,0.0,0.5,0.0,8.477,1,0,PL,ConsumerLoan,704,P1
30967,30968,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,31.0,31.0,,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,943.0,0.0,0.0,0.0,Married,12TH,35,M,50000,129,1.0,0.0,0.988,,0,,0,0.0,0.0,0.0,0.0,,0,1,HL,HL,694,P2
30968,30969,8,4,4,1,1,0.125,0.125,0.5,0.5,2,2,0.25,0.25,1,3,1,0,3,0,0,7,1,1,69.0,2.0,49.0,33.0,2.0,28,59.0,30,4,10,6,10.0,10.0,1,0,36,10,22,0,0,0,0,0,0,0,0,0,10,10.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,Married,GRADUATE,44,M,45000,200,0.5,0.5,0.532,0.646,1,,0,0.0,0.0,0.0,0.0,1.338,1,0,ConsumerLoan,AL,697,P2
30969,30970,12,6,6,0,0,0.0,0.0,0.5,0.5,5,0,0.417,0.0,1,3,1,1,3,2,0,10,2,2,192.0,7.0,43.0,11.0,3.0,12,1.0,1,2,12,10,1.0,1.0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1,46.0,5.0,0.0,1.0,1.0,0.0,1.0,7.0,23.0,14.0,12.0,Married,12TH,34,M,50000,96,0.5,0.0,0.973,0.463,1,,0,0.0,0.0,0.0,0.0,5.269,1,1,AL,AL,672,P2
30970,30971,8,6,2,1,0,0.125,0.0,0.25,0.75,1,0,0.125,0.0,0,0,0,0,4,0,2,6,2,2,54.0,4.0,40.0,,,0,,0,0,0,0,0.0,0.0,0,0,49,4,11,0,0,0,0,0,0,0,0,0,0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,4.0,2.0,Married,UNDER GRADUATE,35,M,15000,190,0.25,1.0,0.538,,0,0.458,1,0.0,0.0,0.0,0.0,8.333,1,0,ConsumerLoan,PL,685,P2
30971,30972,1,1,0,0,1,0.0,1.0,0.0,1.0,1,1,1.0,1.0,0,0,0,1,0,0,0,0,1,0,11.0,11.0,113.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,Married,GRADUATE,29,M,27000,78,0.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,679,P2
30972,30973,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,16.0,16.0,98.0,13.0,11.0,2,25.0,24,0,1,1,0.0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4.0,0.0,0.0,0.0,1.0,1.0,1.0,20.0,3.0,3.0,2.0,Married,GRADUATE,31,F,45000,47,1.0,0.0,0.0,,0,,0,1.0,0.0,1.0,0.0,0.707,0,0,ConsumerLoan,others,645,P4
30973,30974,2,0,2,0,0,0.0,0.0,1.0,0.0,1,0,0.5,0.0,0,0,0,0,0,1,0,2,0,1,25.0,12.0,54.0,14.0,13.0,2,60.0,60,0,0,0,0.0,0.0,2,0,3,3,3,1,1,1,0,0,0,0,0,0,60,3.0,0.0,0.0,0.0,0.0,0.0,0.0,371.0,0.0,0.0,0.0,Single,GRADUATE,27,M,55000,128,1.0,0.0,0.82,,0,,0,0.0,0.0,0.0,0.0,,0,1,AL,others,666,P3
30974,30975,8,5,3,1,1,0.125,0.125,0.375,0.625,2,2,0.25,0.25,1,0,2,0,0,1,4,2,6,1,145.0,2.0,101.0,33.0,6.0,9,59.0,59,0,3,3,0.0,3.0,1,0,35,6,13,0,0,0,0,0,0,0,0,0,3,18.0,3.0,1.0,1.0,10.0,3.0,8.0,2.0,12.0,5.0,4.0,Married,12TH,34,M,30000,120,0.375,0.5,1.008,0.992,1,1.01,1,0.375,1.0,0.3,0.333,23.969,0,1,ConsumerLoan,others,707,P1
30975,30976,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,0,0,0,0,0,1,1,6.0,6.0,94.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,Married,SSC,27,F,15000,47,1.0,0.0,0.886,,0,,0,0.0,0.0,0.0,0.0,33.333,0,0,others,others,686,P2
30976,30977,10,6,4,0,1,0.0,0.1,0.4,0.6,1,1,0.1,0.1,1,2,2,3,2,0,0,4,6,1,54.0,11.0,35.0,34.0,10.0,10,81.0,27,0,3,3,0.0,57.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,27,32.0,8.0,2.0,4.0,13.0,2.0,8.0,23.0,18.0,8.0,7.0,Married,UNDER GRADUATE,33,M,15000,78,0.4,0.0,0.699,0.701,1,,0,0.25,0.5,0.154,0.25,3.62,1,0,others,others,628,P4
30977,30978,2,0,2,2,0,1.0,0.0,1.0,0.0,2,0,1.0,0.0,1,0,1,0,0,0,1,0,2,0,5.0,2.0,31.0,,,0,,0,0,0,0,0.0,0.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,Married,12TH,29,M,13500,97,1.0,1.0,0.98,0.999,1,0.977,1,0.0,1.0,0.0,1.0,8.779,0,0,ConsumerLoan,CC,658,P4
30978,30979,2,2,0,0,0,0.0,0.0,0.0,1.0,0,1,0.0,0.5,0,2,0,0,0,0,0,2,0,0,100.0,35.0,326.0,,,0,,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1057.0,0.0,0.0,0.0,Married,PROFESSIONAL,33,M,18000,66,0.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,702,P3
30979,30980,9,1,8,2,0,0.222,0.0,0.889,0.111,4,1,0.444,0.111,2,1,1,6,0,0,1,1,8,0,23.0,2.0,64.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,2.0,1.0,1.0,2.0,0.0,0.0,103.0,1.0,1.0,0.0,Married,GRADUATE,27,M,25000,25,0.889,0.5,0.605,0.624,1,0.799,1,0.0,1.0,0.0,0.5,7.691,0,0,CC,ConsumerLoan,685,P2
30980,30981,6,3,3,0,0,0.0,0.0,0.5,0.5,1,2,0.167,0.333,0,0,1,0,0,0,5,0,6,0,79.0,8.0,60.0,,,0,,0,0,0,0,0.0,0.0,0,0,27,4,12,0,0,0,0,0,0,0,0,0,0,7.0,1.0,0.0,0.0,5.0,0.0,1.0,244.0,1.0,0.0,0.0,Married,POST-GRADUATE,36,M,32000,105,0.5,0.0,0.716,0.055,1,0.786,1,0.0,0.0,0.0,0.0,34.521,0,0,PL,PL,715,P1
30981,30982,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,10.0,10.0,52.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,294.0,1.0,0.0,0.0,Single,12TH,23,M,14000,29,1.0,0.0,0.951,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,PL,671,P2
30982,30983,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,60.0,60.0,929.0,35.0,29.0,7,30.0,25,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,,,,,,,,,,,,Married,12TH,49,M,17000,222,0.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,661,P3
30983,30984,5,2,3,2,1,0.4,0.2,0.6,0.4,5,2,1.0,0.4,3,0,0,0,5,0,0,5,0,0,9.0,6.0,,,,0,,0,0,0,0,,,0,0,24,15,24,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,Married,12TH,50,M,25000,69,0.6,0.4,1.036,,0,,0,0.0,0.0,0.0,0.0,,1,0,others,others,692,P2
30984,30985,23,10,13,5,4,0.217,0.174,0.565,0.435,12,9,0.522,0.391,2,0,0,22,0,0,1,0,23,0,26.0,3.0,71.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,0.0,0.0,0.0,3.0,1.0,1.0,23.0,5.0,3.0,1.0,Married,GRADUATE,50,M,16000,186,0.565,0.417,0.543,,0,0.664,1,1.0,0.0,0.333,0.0,22.112,0,0,others,ConsumerLoan,672,P2
30985,30986,5,2,3,0,0,0.0,0.0,0.6,0.4,1,0,0.2,0.0,0,1,0,4,0,0,0,1,4,0,38.0,9.0,59.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,287.0,1.0,0.0,0.0,Single,UNDER GRADUATE,23,M,25000,63,0.6,0.0,0.401,,0,,0,0.0,0.0,0.0,0.0,1.202,0,0,others,ConsumerLoan,682,P2
30986,30987,6,6,0,0,1,0.0,0.167,0.0,1.0,1,2,0.167,0.333,0,2,0,2,0,0,0,4,2,2,145.0,9.0,70.0,27.0,8.0,6,61.0,61,0,1,1,0.0,9.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,9,6.0,0.0,0.0,0.0,0.0,0.0,0.0,279.0,2.0,0.0,0.0,Single,12TH,24,M,20000,68,0.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,0,0,ConsumerLoan,AL,702,P3
30987,30988,5,1,4,3,0,0.6,0.0,0.8,0.2,3,0,0.6,0.0,1,1,0,1,0,0,0,2,3,3,53.0,2.0,62.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,4.0,2.0,2.0,2.0,2.0,2.0,6.0,6.0,6.0,5.0,Married,SSC,46,F,25000,88,0.8,1.0,0.679,,0,,0,1.0,1.0,1.0,0.5,2.539,0,0,ConsumerLoan,CC,651,P4
30988,30989,4,0,4,3,0,0.75,0.0,1.0,0.0,3,0,0.75,0.0,1,1,0,3,0,0,0,1,3,0,17.0,2.0,49.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,1.0,1.0,1.0,Married,12TH,37,M,38200,69,1.0,1.0,0.953,,0,,0,0.0,0.0,0.0,0.0,1.727,0,0,ConsumerLoan,others,672,P2
30989,30990,3,0,3,0,0,0.0,0.0,1.0,0.0,2,0,0.667,0.0,1,2,0,0,0,0,0,2,1,1,53.0,11.0,54.0,27.0,11.0,14,60.0,30,0,1,1,0.0,30.0,8,0,11,2,2,0,0,0,0,0,0,0,0,0,30,6.0,0.0,0.0,0.0,1.0,1.0,1.0,130.0,3.0,1.0,0.0,Single,SSC,22,M,25000,56,1.0,0.0,0.576,,0,,0,1.0,0.0,1.0,0.0,0.8,0,0,PL,others,662,P3
30990,30991,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,9.0,9.0,51.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,Married,12TH,46,M,22000,43,1.0,0.0,0.083,,0,,0,0.0,0.0,0.0,0.0,1.727,0,0,ConsumerLoan,others,669,P2
30991,30992,6,1,5,2,0,0.333,0.0,0.833,0.167,3,1,0.5,0.167,0,0,1,1,0,0,4,0,6,0,36.0,3.0,44.0,5.0,5.0,1,13.0,13,1,1,0,13.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12.0,4.0,2.0,2.0,6.0,2.0,5.0,31.0,8.0,5.0,2.0,Married,GRADUATE,32,M,22000,66,0.833,0.667,0.877,0.523,1,0.96,1,0.4,1.0,0.333,0.5,14.337,0,0,ConsumerLoan,ConsumerLoan,664,P3
30992,30993,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,3.0,3.0,46.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,Single,SSC,21,M,17500,25,1.0,1.0,0.84,,0,,0,0.0,0.0,0.0,0.0,0.497,0,0,ConsumerLoan,ConsumerLoan,674,P2
30993,30994,2,0,2,1,0,0.5,0.0,1.0,0.0,2,0,1.0,0.0,2,2,0,0,0,0,0,2,0,0,12.0,2.0,,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0,Single,GRADUATE,22,M,20000,26,1.0,0.5,1.022,,0,,0,0.0,0.0,0.0,0.0,,0,0,ConsumerLoan,others,673,P2
30994,30995,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,56.0,56.0,1317.0,,,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,1.0,1.0,0.0,Married,SSC,39,M,18000,191,0.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,0,0,ConsumerLoan,others,672,P2
30995,30996,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,72.0,72.0,,25.0,22.0,3,330.0,240,0,0,0,,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,240,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2182.0,0.0,0.0,0.0,Married,12TH,29,M,35000,138,0.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,0,0,AL,AL,675,P2
30996,30997,2,1,1,0,1,0.0,0.5,0.5,0.5,0,1,0.0,0.5,0,2,0,0,0,0,0,2,0,0,62.0,21.0,70.0,,,0,,0,0,0,0,0.0,0.0,0,0,32,4,10,0,0,0,0,0,0,0,0,0,0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,47.0,1.0,1.0,1.0,Single,UNDER GRADUATE,26,M,35000,79,0.5,0.0,0.296,,0,,0,0.0,1.0,0.0,1.0,,0,0,CC,others,695,P2
30997,30998,2,2,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,2,0,0,2,0,0,45.0,40.0,,,,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,Married,GRADUATE,33,F,12000,24,0.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,1,0,others,others,669,P2
30998,30999,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,0,0,0,0,1,0,1,8.0,8.0,,,,0,,0,0,0,0,,,0,0,7,4,7,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,309.0,2.0,0.0,0.0,Married,12TH,31,M,30000,65,1.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,693,P2
30999,31000,10,9,1,1,3,0.1,0.3,0.1,0.9,2,4,0.2,0.4,1,1,0,4,5,0,0,6,4,0,68.0,2.0,73.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,Married,GRADUATE,29,M,25000,64,0.1,0.5,0.9,,0,,0,0.0,0.0,0.0,0.0,0.8,1,0,ConsumerLoan,others,679,P2
31000,31001,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,8.0,8.0,84.0,5.0,3.0,3,70.0,8,3,3,0,70.0,70.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,8,3.0,1.0,0.0,1.0,0.0,0.0,0.0,37.0,2.0,1.0,1.0,Married,12TH,26,M,23500,65,1.0,0.0,0.911,0.911,1,,0,0.0,0.0,0.0,0.0,0.602,0,0,others,others,659,P3
31001,31002,4,4,0,0,1,0.0,0.25,0.0,1.0,0,1,0.0,0.25,0,0,0,2,2,0,0,2,2,0,50.0,16.0,118.0,18.0,15.0,4,72.0,12,0,0,0,0.0,0.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,495.0,0.0,0.0,0.0,Married,GRADUATE,34,M,32000,78,0.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,1,0,others,ConsumerLoan,681,P2
31002,31003,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,7.0,7.0,71.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,1.0,0.0,0.0,Single,12TH,33,M,25000,66,1.0,0.0,0.955,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,686,P2
31003,31004,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,1,1,0,0,0,0,0,1,0,0,21.0,21.0,,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,1.0,Single,12TH,34,M,20000,46,1.0,0.0,0.302,,0,,0,0.0,0.0,0.0,0.0,,0,0,ConsumerLoan,others,681,P2
31004,31005,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,34.0,34.0,66.0,,,0,,0,0,0,0,,,0,0,31,4,10,0,0,0,0,0,0,0,0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,326.0,1.0,0.0,0.0,Married,GRADUATE,50,M,29000,105,1.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,691,P2
31005,31006,3,2,1,0,0,0.0,0.0,0.333,0.667,1,0,0.333,0.0,0,1,0,1,0,0,1,1,2,0,79.0,9.0,58.0,,,0,,0,0,0,0,0.0,0.0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,285.0,1.0,0.0,0.0,Single,GRADUATE,37,M,54000,126,0.333,0.0,0.0,,0,,1,0.0,0.0,0.0,0.0,0.315,0,0,ConsumerLoan,PL,704,P1
31006,31007,3,1,2,0,1,0.0,0.333,0.667,0.333,3,1,1.0,0.333,1,0,0,2,0,0,0,0,3,1,12.0,10.0,55.0,11.0,7.0,9,74.0,28,0,9,9,0.0,74.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,308.0,1.0,0.0,0.0,Single,12TH,25,M,15000,44,0.667,0.0,0.157,,0,,0,0.0,0.0,0.0,0.0,1.246,0,0,ConsumerLoan,ConsumerLoan,674,P2
31007,31008,9,2,7,2,0,0.222,0.0,0.778,0.222,5,0,0.556,0.0,0,1,2,5,0,0,1,1,8,0,39.0,3.0,60.0,8.0,8.0,1,3.0,3,0,1,1,0.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13.0,4.0,1.0,2.0,3.0,2.0,3.0,20.0,9.0,5.0,3.0,Married,GRADUATE,27,M,35000,113,0.778,0.4,0.761,0.542,1,0.741,1,0.667,0.5,0.667,0.25,20.629,0,0,PL,ConsumerLoan,656,P4
31008,31009,7,0,7,3,0,0.429,0.0,1.0,0.0,3,0,0.429,0.0,5,0,0,3,0,3,0,4,3,1,52.0,2.0,1032.0,,,0,,0,0,0,0,0.0,0.0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,15.0,0.0,0.0,0.0,4.0,0.0,0.0,11.0,2.0,2.0,1.0,Married,GRADUATE,44,F,60000,311,1.0,1.0,0.604,,0,,0,0.0,0.0,0.0,0.0,1.6,0,1,ConsumerLoan,HL,679,P2
31009,31010,2,1,1,0,0,0.0,0.0,0.5,0.5,1,0,0.5,0.0,0,2,0,0,0,0,0,2,0,0,81.0,11.0,48.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.0,Married,SSC,35,M,35000,63,0.5,0.0,0.789,,0,,0,0.0,0.0,0.0,0.0,,0,0,ConsumerLoan,others,677,P2
31010,31011,3,0,3,1,0,0.333,0.0,1.0,0.0,3,0,1.0,0.0,2,0,0,1,2,0,0,2,1,0,9.0,3.0,54.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,1.0,1.0,0.0,Single,12TH,28,M,18000,62,1.0,0.333,0.978,,0,,0,0.0,0.0,0.0,0.0,1.333,1,0,others,others,686,P2
31011,31012,2,2,0,0,0,0.0,0.0,0.0,1.0,0,1,0.0,0.5,0,0,0,0,1,0,0,1,1,1,75.0,59.0,314.0,35.0,11.0,24,900.0,575,0,1,1,,575.0,23,22,0,0,0,0,0,0,0,0,0,0,0,0,575,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,Single,UNDER GRADUATE,26,M,18000,70,0.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,1,0,ConsumerLoan,ConsumerLoan,611,P4
31012,31013,4,2,2,2,0,0.5,0.0,0.5,0.5,2,0,0.5,0.0,1,0,0,0,2,0,0,2,2,2,36.0,5.0,75.0,34.0,27.0,6,125.0,66,0,0,0,0.0,0.0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,66,4.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,2.0,1.0,Married,12TH,28,M,70000,66,0.5,1.0,0.622,,0,,0,0.0,0.0,0.0,0.0,0.334,1,0,ConsumerLoan,others,662,P3
31013,31014,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,7.0,7.0,77.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,3.0,0.0,0.0,Married,12TH,37,M,45000,88,1.0,0.0,0.93,,0,,0,0.0,0.0,0.0,0.0,,0,0,AL,others,672,P2
31014,31015,13,10,3,1,2,0.077,0.154,0.231,0.769,1,3,0.077,0.231,2,1,0,0,9,0,0,13,0,3,61.0,3.0,27.0,28.0,13.0,4,89.0,89,0,0,0,0.0,0.0,1,1,103,18,32,4,0,0,0,0,0,0,0,0,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,446.0,0.0,0.0,0.0,Married,GRADUATE,47,M,35000,310,0.231,1.0,1.013,,0,,0,0.0,0.0,0.0,0.0,,1,0,others,others,707,P1
31015,31016,2,2,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,2,0,1,61.0,58.0,844.0,35.0,27.0,10,89.0,59,0,0,0,,,8,4,0,0,0,0,0,0,0,0,0,0,0,0,59,5.0,1.0,0.0,0.0,0.0,0.0,0.0,856.0,0.0,0.0,0.0,Married,UNDER GRADUATE,27,M,22000,131,0.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,0,0,CC,others,655,P4
